iter	Logloss	Accuracy
100	0.3484566079	0.8371703441
101	0.3482845472	0.8372301728
102	0.3479146583	0.8376848705
103	0.347657133	0.8375652132
104	0.3473934557	0.8377925621
105	0.347275521	0.8379481166
106	0.3471246091	0.8380438424
107	0.3468860641	0.8380558082
108	0.3467714579	0.8379959795
109	0.346638172	0.8380797396
110	0.3464661974	0.8382113627
111	0.3460739733	0.8389412722
112	0.345763464	0.8392045183
113	0.3456201568	0.839216484
114	0.3453175426	0.8400181879
115	0.3451072785	0.8400780166
116	0.3448688191	0.8401258795
117	0.3446823343	0.8404010913
118	0.3444614056	0.8404848514
119	0.3443534698	0.8407361317
120	0.3441723791	0.8409395491
121	0.3438530216	0.8410951036
122	0.343735578	0.841035275
123	0.3435673955	0.841166898
124	0.3433820802	0.8413224525
125	0.3431349624	0.8414181783
126	0.3428788838	0.8416574929
127	0.3428373063	0.8417173216
128	0.3426431059	0.8415258699
129	0.3425350726	0.8423275738
130	0.3422760242	0.8423395396
131	0.3420346284	0.8426626143
132	0.3418332586	0.842854066
133	0.3416622823	0.8430096204
134	0.341349159	0.8431771407
135	0.341074551	0.8438950845
136	0.3407902897	0.844050639
137	0.3406429271	0.8442301249
138	0.340439606	0.8442899536
139	0.3402754831	0.8443378165
140	0.340079212	0.8442779878
141	0.3398966197	0.8442181592
142	0.3397432819	0.844182262
143	0.339682415	0.844182262
144	0.3395391332	0.8444814053
145	0.3394645912	0.844624994
146	0.3393961395	0.8447925142
147	0.3392605252	0.8446728569
148	0.3392069319	0.8448403772
149	0.3390847649	0.8451993491
150	0.3390764542	0.8451873833
151	0.3388714379	0.8454745609
152	0.3387898623	0.8454745609
153	0.338635744	0.8455702867
154	0.3383903187	0.8456540468
155	0.3382382279	0.8457378069
156	0.3382057786	0.8455702867
157	0.3380151291	0.8455463552
158	0.3378810031	0.8461207103
159	0.3376614535	0.8467189968
160	0.337483591	0.8466472024
161	0.3374638343	0.846623271
162	0.337316102	0.8467189968
163	0.3372575898	0.8468027569
164	0.3371051627	0.8469104485
165	0.3369342993	0.8471377973
166	0.3368158992	0.8473651462
167	0.3365599494	0.8473172833
168	0.3364532353	0.8474130091
169	0.3364140811	0.8473651462
170	0.3362497728	0.8474130091
171	0.3360713219	0.8475565979
172	0.3359873472	0.8476642895
173	0.3358774355	0.8479634327
174	0.3357073505	0.8483343704
175	0.3356399314	0.8483702676
176	0.3355492772	0.8483583018
177	0.3354126644	0.8483702676
178	0.335369424	0.8483104389
179	0.3351911126	0.8484659934
180	0.3350526087	0.8484061647
181	0.3349276738	0.8484659934
182	0.3348972382	0.8484300962
183	0.3347902081	0.8486694108
184	0.3346856786	0.8489446226
185	0.3345227713	0.8494352175
186	0.3344921568	0.8495070119
187	0.3344220952	0.8492557316
188	0.3342168532	0.849590772
189	0.3339960402	0.8495189776
190	0.3339130526	0.8495548748
191	0.3337235571	0.8496625664
192	0.3335448015	0.8497822237
193	0.333403814	0.8499138467
194	0.3333270738	0.8496745321
195	0.3332882656	0.8496745321
196	0.3331298536	0.8496625664
197	0.3330378354	0.8496386349
198	0.3329983872	0.8498659838
199	0.3328489129	0.8498899153
200	0.3327206244	0.8499736754
201	0.3325111497	0.8501411956
202	0.3323659874	0.8503087158
203	0.3322124078	0.85021299
204	0.3321038101	0.8503685445
205	0.3320296809	0.8502608529
206	0.3318528616	0.8504523046
207	0.3317852849	0.8505001675
208	0.3316603378	0.8505480304
209	0.3316102046	0.8505839276
210	0.3314897335	0.8507275164
211	0.3313481377	0.8507035849
212	0.3311919537	0.8509309338
213	0.3310546451	0.850966831
214	0.3308766151	0.8509428995
215	0.3307313908	0.8511104198
216	0.3304698646	0.8513975973
217	0.3303775258	0.8514215287
218	0.3303482347	0.8515292203
219	0.3302207758	0.8514813574
220	0.3301673012	0.8516369119
221	0.3300225611	0.8515531518
222	0.3299288301	0.8520916096
223	0.3299169527	0.8520916096
224	0.329776263	0.8520796439
225	0.3296221879	0.8521394726
226	0.329551992	0.8521394726
227	0.329475032	0.8519240894
228	0.329354414	0.8519839181
229	0.3291849188	0.8522830613
230	0.3290944627	0.85234289
231	0.3290818608	0.8523668214
232	0.3289252956	0.85234289
233	0.3288614968	0.8524505815
234	0.3288298118	0.8525343416
235	0.3287262591	0.8525822046
236	0.3286754293	0.8525343416
237	0.3286008128	0.852606136
238	0.3284258094	0.8527018619
239	0.3283139908	0.8528215192
240	0.3282224803	0.8527736562
241	0.3281609811	0.8528095534
242	0.3280652015	0.853048868
243	0.327865239	0.853096731
244	0.3278492366	0.8532163883
245	0.327690958	0.8531445939
246	0.3276718211	0.853096731
247	0.3275651867	0.8532881826
248	0.3274950914	0.853359977
249	0.3273866806	0.8534078399
250	0.3273531139	0.8534557029
251	0.3272431906	0.8534916001
252	0.3271136053	0.8536112574
253	0.3270584987	0.8538146748
254	0.3269205207	0.8538146748
255	0.3268512675	0.8538745034
256	0.3266805902	0.8539941607
257	0.3266504105	0.8540779208
258	0.3265177603	0.8541616809
259	0.3263066424	0.8540898866
260	0.3262264623	0.854293304
261	0.32609817	0.8543172354
262	0.3259696338	0.8544368927
263	0.3258628576	0.8544488585
264	0.3258020448	0.8544967214
265	0.3256918524	0.854604413
266	0.3256496376	0.8546881731
267	0.3255313554	0.8545924472
268	0.325432716	0.8546522759
269	0.3253648469	0.854604413
270	0.3252932685	0.854736036
271	0.3251977371	0.8548796248
272	0.325078943	0.8549035562
273	0.3250164275	0.8550351792
274	0.3249120861	0.8551189394
275	0.3248143127	0.855178768
276	0.3247701102	0.8552385967
277	0.3246927242	0.8553343225
278	0.3246173344	0.8553223568
279	0.3245948573	0.855358254
280	0.32456196	0.8553702197
281	0.3244564598	0.8554300483
282	0.3243908452	0.8554659455
283	0.3243211142	0.8555736371
284	0.3242214293	0.8556215
285	0.3240948238	0.8557531231
286	0.3239590882	0.8558488489
287	0.3238476347	0.8557890202
288	0.3237940542	0.8557531231
289	0.323748813	0.8559206433
290	0.3236870418	0.8559565405
291	0.3235624954	0.8559206433
292	0.3234763186	0.8559086775
293	0.3233820374	0.8559685062
294	0.3232621574	0.8559804719
295	0.3232146129	0.8559445747
296	0.323123634	0.8560283348
297	0.3229273664	0.8561240607
298	0.3228908014	0.8562317523
299	0.3227927435	0.8562556837
300	0.3227367047	0.8561360264
301	0.3226684636	0.8563873068
302	0.3225360006	0.8563633753
303	0.3225042878	0.8563992725
304	0.3224672442	0.856375341
305	0.3224243703	0.8564351697
306	0.322266901	0.856375341
307	0.3221937122	0.8563873068
308	0.3221913711	0.856375341
309	0.322155875	0.8564232039
310	0.3221013466	0.8564232039
311	0.3219377962	0.8565308955
312	0.3219248652	0.8565428612
313	0.3218466113	0.8565428612
314	0.3218263713	0.8566146556
315	0.3217729709	0.856554827
316	0.3217074071	0.8565308955
317	0.32165077	0.856554827
318	0.3214790159	0.8565667927
319	0.3213515105	0.8564351697
320	0.3212646308	0.8565428612
321	0.3211981439	0.85668645
322	0.3211889744	0.85668645
323	0.3209732706	0.856997559
324	0.3207895806	0.8570214905
325	0.3206955095	0.8570813191
326	0.3205070131	0.8570454219
327	0.3203986815	0.8573804624
328	0.3202750614	0.857308668
329	0.320163171	0.8575599483
330	0.3200487584	0.8575838798
331	0.3199601319	0.8576437084
332	0.3199052625	0.8577633657
333	0.3198668574	0.8578471258
334	0.319842295	0.8578112286
335	0.3197943147	0.8577394343
336	0.3197917127	0.8577753315
337	0.3197078914	0.8579667831
338	0.3196301538	0.8579667831
339	0.3195815873	0.857883023
340	0.3195440451	0.8578949888
341	0.3194505951	0.8579787489
342	0.3194090857	0.8579069545
343	0.3193309293	0.8579308859
344	0.3192657191	0.8580266118
345	0.3191460145	0.8580864404
346	0.3190420111	0.8580505432
347	0.3189233036	0.8580266118
348	0.318857394	0.8580505432
349	0.3188431494	0.8580146461
350	0.3188115181	0.8580146461
351	0.3187795079	0.858062509
352	0.3187603981	0.8580864404
353	0.3185886215	0.8580744747
354	0.3185576534	0.8581223376
355	0.3184801611	0.8581582348
356	0.3184082781	0.8583496865
357	0.3183445426	0.858373618
358	0.3182548497	0.858373618
359	0.3181244205	0.8583975494
360	0.3181034444	0.8583496865
361	0.3180203251	0.8584693438
362	0.3179073189	0.8585411382
363	0.3178271849	0.8586248983
364	0.3176875698	0.858505241
365	0.3176559376	0.8585172067
366	0.3175647939	0.8585172067
367	0.3175320911	0.8584813095
368	0.3174791289	0.8585531039
369	0.3173989381	0.8585172067
370	0.3173213176	0.8585291725
371	0.3172850914	0.8585890011
372	0.3172289013	0.8586129326
373	0.3171766189	0.8586488298
374	0.3171638249	0.8586129326
375	0.317107407	0.8587684871
376	0.3170187758	0.8587206241
377	0.3169642636	0.8588522472
378	0.3169557167	0.8588043842
379	0.3168463086	0.8589120758
380	0.3167779288	0.8588043842
381	0.3167373968	0.8588283157
382	0.3166003578	0.8591513904
383	0.3165234641	0.8591992533
384	0.3164271213	0.8592112191
385	0.3163368919	0.8592830134
386	0.3162740954	0.8593308764
387	0.3162270199	0.8593787393
388	0.3161319273	0.8594624994
389	0.3161128668	0.8595582252
390	0.316102772	0.859570191
391	0.316076537	0.8594983966
392	0.3159479743	0.8593787393
393	0.3158322013	0.8594385679
394	0.3156652011	0.8595342938
395	0.3155976557	0.8595941224
396	0.315592666	0.8595941224
397	0.3155526217	0.8594983966
398	0.3154412607	0.8595941224
399	0.3153663071	0.8596419854
400	0.3152610138	0.859701814
401	0.3151540775	0.8598095056
402	0.3151236547	0.8598573685
403	0.3150500872	0.8598573685
404	0.3149608392	0.8599052314
405	0.3149349017	0.8599291629
406	0.3147965228	0.8599650601
407	0.3147329573	0.8599770258
408	0.3146338225	0.8600488202
409	0.3145323301	0.8600488202
410	0.3144593276	0.8600607859
411	0.314367293	0.8601086488
412	0.3143259482	0.8600966831
413	0.3142243634	0.8601684775
414	0.3141943314	0.8601924089
415	0.3141119503	0.8601684775
416	0.3140147799	0.860144546
417	0.3139615442	0.8601325803
418	0.3138717391	0.8601325803
419	0.3138519667	0.860144546
420	0.3138292916	0.8601684775
421	0.3137278498	0.8601086488
422	0.3136702441	0.8601086488
423	0.3136041826	0.8601804432
424	0.3135696659	0.860144546
425	0.3135216904	0.8601684775
426	0.3134815618	0.8602043747
427	0.3133574805	0.8603479634
428	0.3132672707	0.8604436893
429	0.3131366073	0.8605992438
430	0.3130791017	0.8606471067
431	0.3130056903	0.860635141
432	0.3129572844	0.8607308668
433	0.3129063403	0.8607308668
434	0.3128354442	0.8607428325
435	0.3127679049	0.8607906954
436	0.3127368285	0.860766764
437	0.3126747327	0.8607787297
438	0.3126310767	0.8608265926
439	0.312580392	0.8609821471
440	0.3124902465	0.861077873
441	0.3124829385	0.8611257359
442	0.3124350597	0.8610898387
443	0.3123664544	0.8611616331
444	0.3122511628	0.8611735988
445	0.3121525732	0.8612693247
446	0.3120775016	0.8613291533
447	0.3120205337	0.8613052218
448	0.311976479	0.8613291533
449	0.3118548555	0.8614248791
450	0.3117224872	0.8614727421
451	0.3116197287	0.8616163308
452	0.3116137188	0.8615923994
453	0.3115840772	0.861652228
454	0.3115213316	0.8617120567
455	0.3115194184	0.8617120567
456	0.31147309	0.8616282966
457	0.3113343467	0.8616402623
458	0.3112898107	0.861652228
459	0.3112414402	0.8616641937
460	0.3111285191	0.8617718853
461	0.3110726843	0.8617240224
462	0.31100278	0.8617838511
463	0.3109536821	0.8617958168
464	0.3108764511	0.8617838511
465	0.310784137	0.8618197482
466	0.3107666902	0.8618556454
467	0.3107181036	0.8619274398
468	0.3106370326	0.8619753027
469	0.3105714667	0.8619992342
470	0.3105408906	0.8620470971
471	0.3104953154	0.8620111999
472	0.3104287425	0.8620111999
473	0.310351828	0.8620590628
474	0.3102784836	0.8620829943
475	0.3102440225	0.8620231657
476	0.3101583813	0.8620710286
477	0.3100791614	0.8620351314
478	0.3100386388	0.8619992342
479	0.3099636546	0.8621188915
480	0.3098546476	0.8620470971
481	0.3097413358	0.8620351314
482	0.3097009848	0.8620829943
483	0.3096946752	0.8620710286
484	0.3096573319	0.8621069258
485	0.30958855	0.8622026516
486	0.3095353775	0.8621787201
487	0.3094727118	0.8621906859
488	0.3094471003	0.8622026516
489	0.3094264852	0.8622385488
490	0.3093016245	0.8623582061
491	0.309251035	0.8622983774
492	0.3091805178	0.8622624803
493	0.3090853655	0.8622983774
494	0.3090472736	0.8622864117
495	0.3089671709	0.8622983774
496	0.3089016112	0.8623582061
497	0.3088978494	0.8623462404
498	0.308851873	0.8623342746
499	0.308795631	0.8623462404
500	0.3087863491	0.8623462404
501	0.3087161044	0.8623821376
502	0.308646568	0.8624898291
503	0.3086166111	0.8624778634
504	0.3086060171	0.8624180347
505	0.3085223716	0.8625137606
506	0.3084804031	0.862537692
507	0.3084570884	0.8625616235
508	0.3083627523	0.8625616235
509	0.3083176491	0.8626334179
510	0.3082495837	0.8626214522
511	0.3080657656	0.8626932465
512	0.3080463185	0.8626932465
513	0.3080151777	0.8627291437
514	0.3079974259	0.8627291437
515	0.3079421817	0.8628129038
516	0.3079227286	0.8628129038
517	0.3078860901	0.862848801
518	0.3078654126	0.8627650409
519	0.3078581136	0.8627770067
520	0.30778191	0.8627770067
521	0.3076964809	0.8628846982
522	0.3076437744	0.8629205954
523	0.3075696381	0.8629325611
524	0.3075347111	0.8630043555
525	0.3074818167	0.8630043555
526	0.3074644605	0.8631240128
527	0.3074446965	0.8631000814
528	0.3074276767	0.8631120471
529	0.3073610288	0.8631240128
530	0.3073409945	0.8632436701
531	0.3073260658	0.8632556359
532	0.3072469459	0.8631838415
533	0.3071525876	0.8631958072
534	0.3071222861	0.8632436701
535	0.3070560619	0.8631240128
536	0.3070415152	0.8631359786
537	0.3069899792	0.8631958072
538	0.3069165204	0.8632676016
539	0.3068703385	0.863291533
540	0.3068079655	0.8633034988
541	0.306800754	0.863291533
542	0.3067482714	0.8633513617
543	0.3066900657	0.863291533
544	0.3066514585	0.8633872589
545	0.3066240449	0.8635069162
546	0.3065396588	0.8634949505
547	0.3065074343	0.8634590533
548	0.30647989	0.863471019
549	0.3064083217	0.863471019
550	0.3063543073	0.8634949505
551	0.3063002354	0.8634351218
552	0.3062242991	0.8633992246
553	0.3062045868	0.8633992246
554	0.3061467259	0.8634590533
555	0.3060969515	0.863471019
556	0.3060631485	0.8635188819
557	0.3059687484	0.8635906763
558	0.3058783454	0.8635428134
559	0.3058258893	0.8635667448
560	0.3057561307	0.8635667448
561	0.3056922553	0.8634829847
562	0.3056288113	0.863602642
563	0.3055945032	0.863602642
564	0.3055245619	0.8637462308
565	0.3054001962	0.8636744364
566	0.30533253	0.8637581965
567	0.3052442226	0.8638060594
568	0.3051525177	0.8639735797
569	0.3051492139	0.8640094769
570	0.3050974093	0.864045374
571	0.3050619978	0.8640334083
572	0.3050561911	0.8640214426
573	0.3050429606	0.8640334083
574	0.3049989759	0.864093237
575	0.3049273052	0.8640812712
576	0.3049183098	0.864093237
577	0.3048796096	0.8641291342
578	0.3048782785	0.8641171684
579	0.3047973603	0.864093237
580	0.3047257185	0.8641769971
581	0.3046911001	0.864356483
582	0.3046370756	0.8643684488
583	0.3045708868	0.8643804145
584	0.3045154571	0.8645838319
585	0.3044992083	0.864535969
586	0.3044977757	0.8645599004
587	0.3044662073	0.8645838319
588	0.3044325505	0.8646436606
589	0.3044151759	0.8646197291
590	0.3044002117	0.8645479347
591	0.3043209503	0.8647034892
592	0.3042834488	0.8647872493
593	0.3042032962	0.864799215
594	0.3041746774	0.864799215
595	0.3041504154	0.8647872493
596	0.3041168089	0.8646915235
597	0.3040538129	0.8646795577
598	0.3040335863	0.8647034892
599	0.3040233963	0.8646915235
600	0.3040021056	0.8647034892
601	0.3039707661	0.8647034892
602	0.3039197523	0.8646197291
603	0.3038759088	0.8646556263
604	0.3038534011	0.8646915235
605	0.3037955715	0.8647154549
606	0.3036694579	0.8648111808
607	0.3036510779	0.8648590437
608	0.3035818678	0.8648949409
609	0.3035562888	0.8649069066
610	0.3035139498	0.8648590437
611	0.3035107796	0.8648590437
612	0.3035057867	0.8648710094
613	0.3034657444	0.8648231465
614	0.3034324572	0.8648949409
615	0.3033401633	0.8650265639
616	0.3033225523	0.8650624611
617	0.3032675808	0.8651701527
618	0.3032675764	0.8651701527
619	0.3032411678	0.8652060499
620	0.3032135107	0.8652180156
621	0.3030867177	0.865158187
622	0.3030266103	0.8652180156
623	0.3030053839	0.8652658785
624	0.3029095709	0.8652299813
625	0.3028249951	0.8653376729
626	0.3027978237	0.8653616044
627	0.3027461051	0.8653735701
628	0.3026393817	0.8653735701
629	0.3026358526	0.8653496386
630	0.3026103496	0.8653616044
631	0.3025113674	0.865421433
632	0.3024805997	0.8653975016
633	0.3024422589	0.8654094673
634	0.3024388503	0.8653975016
635	0.3023163197	0.8654812617
636	0.3021779537	0.8654573302
637	0.302128756	0.8655650218
638	0.3021244514	0.8655650218
639	0.3020952892	0.8656128847
640	0.3020607078	0.8655889532
641	0.3020210808	0.8656727133
642	0.3019712505	0.8657564735
643	0.3019061527	0.8657205763
644	0.3018273599	0.8658043364
645	0.3018007063	0.8658282678
646	0.301765669	0.8658282678
647	0.3017242175	0.8658761308
648	0.3016678986	0.8659598909
649	0.3016036512	0.8659838223
650	0.3015543909	0.8660197195
651	0.3015173285	0.8660316853
652	0.3014546708	0.8662111712
653	0.3013326981	0.866175274
654	0.3013323126	0.866175274
655	0.3013051248	0.866175274
656	0.3012937359	0.8661633083
657	0.3012562359	0.8662709999
658	0.3011988279	0.8661992055
659	0.3011770392	0.8661872397
660	0.3010984113	0.8661992055
661	0.3010633467	0.8661513426
662	0.3010261074	0.8662111712
663	0.3010036879	0.8662829656
664	0.3009398995	0.866306897
665	0.3008657644	0.8662829656
666	0.3008291013	0.866306897
667	0.3007326754	0.8664145886
668	0.3006972207	0.8663667257
669	0.3006967822	0.8663667257
670	0.3006745475	0.8663308285
671	0.3005773269	0.8664624515
672	0.3004962656	0.8664744173
673	0.3004490092	0.866486383
674	0.3004323895	0.8664983487
675	0.3003643005	0.8665821088
676	0.3003287468	0.8665701431
677	0.3002956568	0.866618006
678	0.3002951612	0.8666299718
679	0.3002822061	0.866665869
680	0.3002242102	0.8665940746
681	0.3001179515	0.8665103145
682	0.3000395096	0.8665462116
683	0.2999296539	0.8665103145
684	0.2999015918	0.8665581774
685	0.2998681596	0.866618006
686	0.2998047422	0.8667256976
687	0.29974981	0.8667496291
688	0.2996992297	0.8668094577
689	0.2996757961	0.8667256976
690	0.2995983201	0.8668812521
691	0.29958945	0.8668932178
692	0.2995134117	0.866929115
693	0.2994161615	0.8669650122
694	0.2993944526	0.8668812521
695	0.2993615502	0.8669171493
696	0.299278006	0.8668573206
697	0.2992713934	0.8668573206
698	0.2992675696	0.8668812521
699	0.2992534191	0.8668573206
700	0.2991736825	0.8668692864
701	0.299167455	0.8668932178
702	0.2990950102	0.866929115
703	0.2990700734	0.8669171493
704	0.2989179792	0.867108601
705	0.298865187	0.8671803953
706	0.2988368613	0.8672162925
707	0.2987702696	0.8673239841
708	0.2987221146	0.8673000526
709	0.2986806011	0.8673239841
710	0.2986055973	0.86741971
711	0.2985305134	0.8673957785
712	0.298442346	0.8676111616
713	0.2983219145	0.8675752644
714	0.2982908736	0.8675991959
715	0.2982295439	0.8675752644
716	0.2981724655	0.8675752644
717	0.2981250465	0.8675991959
718	0.2980016615	0.8676709903
719	0.2979344723	0.8677427847
720	0.2978670186	0.8679103049
721	0.2977751399	0.8678504762
722	0.2977529836	0.8678863734
723	0.2977293785	0.8679342363
724	0.29764132	0.8680658594
725	0.2976116717	0.8680299622
726	0.2975908333	0.8680538936
727	0.2974960147	0.8680658594
728	0.2974386299	0.8682812425
729	0.2974386149	0.8682932083
730	0.2974159395	0.8682692768
731	0.2973710264	0.8683291054
732	0.2973251808	0.8683530369
733	0.2972582142	0.8683889341
734	0.2971850995	0.8684487627
735	0.2971561891	0.8684966257
736	0.2971543622	0.8685085914
737	0.2971495128	0.8684966257
738	0.2971246583	0.8685205571
739	0.2970927222	0.8684846599
740	0.2970043214	0.8685564543
741	0.2969415393	0.8685444886
742	0.2969154712	0.8685085914
743	0.2968411635	0.8685325229
744	0.296836975	0.8685325229
745	0.2968058732	0.8685325229
746	0.296721218	0.8685564543
747	0.296701223	0.8685444886
748	0.2966811592	0.8685444886
749	0.2965600551	0.868616283
750	0.2965490192	0.8686282487
751	0.2965083505	0.8687120088
752	0.2964431713	0.8687000431
753	0.2963843386	0.8688077346
754	0.2963753606	0.8687838032
755	0.2963223388	0.8688316661
756	0.2962014123	0.8689154262
757	0.2961309004	0.8689034605
758	0.2960788645	0.8688555976
759	0.296018528	0.8689991863
760	0.2959702262	0.8688316661
761	0.2959604752	0.8688316661
762	0.2959045034	0.8688316661
763	0.295835841	0.8689034605
764	0.2958021184	0.8689752549
765	0.2957353087	0.8689273919
766	0.2956995081	0.8690350835
767	0.2956375598	0.8690470493
768	0.2955218309	0.8690111521
769	0.2954939807	0.8689991863
770	0.2954589403	0.869059015
771	0.2953528615	0.8690470493
772	0.295312232	0.8689991863
773	0.2952826699	0.8689991863
774	0.2952673873	0.8689872206
775	0.2952364901	0.8690470493
776	0.2951723164	0.8690949122
777	0.2951336749	0.8691667066
778	0.2951014406	0.8691188436
779	0.2949937639	0.8692265352
780	0.2949895836	0.8692265352
781	0.2949646994	0.8692026037
782	0.2949015079	0.8693342268
783	0.2948974961	0.8693461925
784	0.2948615764	0.8694419183
785	0.2948109826	0.8694299526
786	0.2947490632	0.8694299526
787	0.2947261684	0.869501747
788	0.2947021	0.8694778155
789	0.2946336081	0.8696094386
790	0.2945884978	0.8695855071
791	0.2945699641	0.8695855071
792	0.2945398139	0.8695855071
793	0.294527829	0.8695855071
794	0.2945241501	0.8695855071
795	0.2944789756	0.8696214043
796	0.2944564807	0.8696573015
797	0.2943787057	0.8697769588
798	0.2943340972	0.8699325133
799	0.2943097188	0.8698966161
800	0.2942627908	0.8698726846
801	0.2941894954	0.8699564447
802	0.2941266079	0.8700162734
803	0.2940995579	0.8701000335
804	0.2940485609	0.8701119992
805	0.2939779711	0.8701478964
806	0.293937759	0.8701718279
807	0.2939072002	0.8701718279
808	0.2938090138	0.8702914852
809	0.2936833951	0.8701598622
810	0.2935810304	0.8701000335
811	0.2935314932	0.8701837936
812	0.2935014147	0.8702675537
813	0.2934830687	0.870255588
814	0.2934438305	0.8703034509
815	0.2933837044	0.870255588
816	0.2933404249	0.8704111425
817	0.29332356	0.8704111425
818	0.2932766825	0.8704470397
819	0.2932621155	0.8704949026
820	0.2932381487	0.8704590054
821	0.2932052023	0.8704231082
822	0.2931545956	0.8705188341
823	0.2930775633	0.8705307998
824	0.2929986395	0.870566697
825	0.2929783508	0.8705427655
826	0.2929441127	0.8705786627
827	0.2928810049	0.8705188341
828	0.292849453	0.8704590054
829	0.2928418299	0.8704829369
830	0.2928401212	0.8704829369
831	0.2927880425	0.8707461829
832	0.2927026465	0.870829943
833	0.2926987041	0.8708060116
834	0.2926487973	0.8709376346
835	0.2926409587	0.8709615661
836	0.2925752348	0.870877806
837	0.2925041979	0.8709735318
838	0.2924275009	0.871009429
839	0.2923689475	0.8709854975
840	0.2923093486	0.8711530178
841	0.2922925045	0.8711889149
842	0.2922672627	0.8712128464
843	0.2921597657	0.8709974633
844	0.2921490452	0.8710213947
845	0.2921076077	0.8710333605
846	0.2920554674	0.8709854975
847	0.2919964815	0.8710453262
848	0.2919806989	0.8710692576
849	0.2919795612	0.8711051548
850	0.2919334737	0.8710812234
851	0.2919188961	0.8711051548
852	0.2919132851	0.8711171206
853	0.2918792205	0.8712487436
854	0.2918347375	0.8711649835
855	0.2917929239	0.8712846408
856	0.2917389138	0.8712607093
857	0.2917128337	0.8712487436
858	0.2916617615	0.8713085722
859	0.2915838663	0.8713803666
860	0.2915568338	0.8714042981
861	0.29148418	0.8714641267
862	0.2914767655	0.8714401953
863	0.2914563895	0.8714042981
864	0.2914282258	0.8715239554
865	0.2913672487	0.8715359211
866	0.291367216	0.8715359211
867	0.2912952945	0.871583784
868	0.2912588527	0.871631647
869	0.2911901499	0.8717273728
870	0.2911225432	0.8718350644
871	0.2910962077	0.8718589958
872	0.2910847617	0.8718589958
873	0.2910682915	0.8718589958
874	0.291028124	0.8717991672
875	0.2909680993	0.8718350644
876	0.2909448171	0.8718230986
877	0.2909124672	0.8718111329
878	0.290860134	0.8718589958
879	0.2908576882	0.8718230986
880	0.2907944131	0.8718111329
881	0.2907870569	0.8718230986
882	0.2907293203	0.8718111329
883	0.2906696432	0.8717991672
