iter	Logloss	Accuracy
884	0.2906552496	0.8718230986
885	0.2906273957	0.8718350644
886	0.2905501758	0.8720265161
887	0.2905280636	0.8719427559
888	0.2904500065	0.8720624132
889	0.290391844	0.8720863447
890	0.2903275686	0.8721581391
891	0.2903171389	0.872206002
892	0.2902473623	0.8722418992
893	0.2902409936	0.8722658307
894	0.2902073202	0.8722179677
895	0.2901461647	0.8722897621
896	0.2900546834	0.8723256593
897	0.290031551	0.8723017279
898	0.2899887412	0.8722418992
899	0.289941239	0.8723256593
900	0.2899219826	0.8723017279
901	0.2898525094	0.8723974537
902	0.2897913321	0.8723136936
903	0.2897690459	0.8722777964
904	0.2897326784	0.8723615565
905	0.2897007939	0.8723017279
906	0.2896736735	0.8723256593
907	0.2896457644	0.8723017279
908	0.2895695564	0.8724572823
909	0.2895279975	0.8725051453
910	0.289480479	0.8725889054
911	0.2894583892	0.8726367683
912	0.2894265471	0.8726726655
913	0.2893873082	0.8726846312
914	0.2893803296	0.8727085627
915	0.2893535082	0.8727324941
916	0.2892592952	0.8727564256
917	0.2892284788	0.8727205284
918	0.2891620785	0.8728641172
919	0.2890955591	0.8728162542
920	0.2890473816	0.8729239458
921	0.2890376273	0.8729718087
922	0.2889687998	0.8730436031
923	0.2889468765	0.8730196717
924	0.2888439196	0.8729478773
925	0.2888213341	0.8729718087
926	0.2887912195	0.8729837745
927	0.288753272	0.8731273632
928	0.2887462916	0.8731034318
929	0.2887412717	0.873091466
930	0.2886595107	0.8730555689
931	0.2886396443	0.8730316374
932	0.2885498438	0.8730316374
933	0.2885324212	0.8730196717
934	0.2884894547	0.8729957402
935	0.2884671208	0.8730196717
936	0.2884327775	0.8730077059
937	0.2884216607	0.8731273632
938	0.2884167808	0.8731273632
939	0.2883644988	0.873091466
940	0.2882752641	0.8731273632
941	0.288244015	0.873091466
942	0.288213145	0.8732111233
943	0.2882113427	0.8732111233
944	0.288200157	0.8732350548
945	0.2881891529	0.8732350548
946	0.2881258406	0.8732829177
947	0.2880626594	0.873270952
948	0.2880001936	0.8733188149
949	0.28799332	0.8733307806
950	0.2879226008	0.873270952
951	0.2878922713	0.8732111233
952	0.287854022	0.873402575
953	0.2878356363	0.8733906093
954	0.287790593	0.873402575
955	0.2877709947	0.8733427464
956	0.2877466249	0.8734265065
957	0.2876942076	0.8734743694
958	0.2876316242	0.8735341981
959	0.2876066228	0.8734624037
960	0.2875551554	0.8735222323
961	0.2875195478	0.8735700952
962	0.2875067286	0.8735341981
963	0.2874947622	0.8735341981
964	0.2874520349	0.8736299239
965	0.2874002599	0.8736299239
966	0.2873699909	0.8737017183
967	0.2873469499	0.8736777868
968	0.2872951563	0.8735940267
969	0.28729413	0.8736059924
970	0.2872720071	0.8736179582
971	0.2872317316	0.8735581295
972	0.2871897424	0.8736658211
973	0.2871444701	0.8736777868
974	0.2871152514	0.8736897525
975	0.2870779626	0.8738333413
976	0.2870311732	0.8738094099
977	0.287017198	0.8738094099
978	0.2869725667	0.8737854784
979	0.2869578018	0.8738213756
980	0.286897971	0.8738333413
981	0.2868785503	0.8737854784
982	0.2868083301	0.8739051357
983	0.2867842021	0.8739051357
984	0.2867800123	0.8739529986
985	0.2866894709	0.8739769301
986	0.2866324907	0.8740367587
987	0.2865838983	0.874024793
988	0.2865815505	0.874024793
989	0.2865386319	0.8740008615
990	0.2864938123	0.8741085531
991	0.2864424478	0.874156416
992	0.2864060503	0.8741803475
993	0.2863623004	0.8742282104
994	0.2863260691	0.8742880391
995	0.2863080653	0.8743000048
996	0.2862345208	0.8743000048
997	0.286127232	0.8743957306
998	0.2860693752	0.8745153879
999	0.2860588287	0.8745393194
